gene_name	transcript	strand	tx_start	tx_end	tx_len	cds_start	cds_end	exon_count	exon_starts	exon_ends	exon_lengths
EWSR1	NM_013986	+	29268267	29300521	32254	29268336	29300161	18	29268267,29272215,29272379,29273740,29274264,29278029,29282389,29286922,29288605,29291564,29292136,29292487,29296238,29297826,29298732,29299233,29299598,29300121	29268349,29272252,29272431,29273864,29274282,29278216,29282557,29287134,29288786,29291599,29292169,29292606,29296368,29297949,29298895,29299331,29299851,29300521	82,37,52,124,18,187,168,212,181,35,33,119,130,123,163,98,253,400
GAS2L1	NM_001278730	+	29307022	29312787	5765	29308105	29312497	6	29307022,29308086,29310438,29310637,29310826,29312142	29307153,29308738,29310546,29310734,29310998,29312787	131,652,108,97,172,645
RASL10A	NM_006477	-	29312932	29315697	2765	29313300	29315246	3	29312932,29313862,29315027	29313568,29313987,29315697	636,125,670
AP1B1	NM_145730	-	29327679	29388583	60904	29328820	29367243	21	29327679,29330377,29330622,29331448,29331786,29334264,29338989,29340655,29341500,29342284,29349217,29350034,29351170,29351704,29354649,29356425,29358725,29359823,29363000,29367206,29388423	29328895,29330532,29330709,29331533,29331916,29334410,29339133,29340857,29341760,29342383,29349383,29350150,29351266,29351825,29354871,29356616,29358971,29359959,29363106,29367270,29388583	1216,155,87,85,130,146,144,202,260,99,166,116,96,121,222,191,246,136,106,64,160
SNORD125	NR_003686	-	29333162	29333258	96	29333258	29333258	1	29333162	29333258	96
RFPL1S	NR_002727	-	29437014	29442129	5115	29442129	29442129	1	29437014	29442129	5115
RFPL1	NM_021026	+	29438582	29442455	3873	29438791	29442122	2	29438582,29441541	29439164,29442455	582,914
NEFH	NM_021076	+	29480217	29491390	11173	29480262	29490703	4	29480217,29483374,29485722,29488848	29481145,29483574,29485847,29491390	928,200,125,2542
THOC5	NM_001002877	-	29505878	29553757	47879	29508456	29549147	21	29505878,29511105,29512020,29517028,29517262,29519005,29520007,29520997,29525837,29528077,29528425,29529161,29531830,29536623,29539329,29542858,29543428,29544459,29549051,29550727,29553670	29508520,29511296,29512136,29517116,29517366,29519120,29520104,29521099,29525946,29528177,29528466,29529239,29531963,29536738,29539476,29542956,29543542,29544603,29549158,29550843,29553757	2642,191,116,88,104,115,97,102,109,100,41,78,133,115,147,98,114,144,107,116,87
NIPSNAP1	NM_003634	-	29554808	29581113	26305	29555934	29581082	10	29554808,29558869,29560733,29561170,29561505,29561791,29569192,29570161,29570404,29580984	29555999,29558953,29560828,29561202,29561646,29561862,29569287,29570207,29570532,29581113	1191,84,95,32,141,71,95,46,128,129
NF2	NM_016418	+	29603555	29698600	95045	29603998	29683055	17	29603555,29636750,29639089,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,29694751	29604112,29636876,29639212,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683064,29698600	557,126,123,84,69,83,76,135,75,114,123,218,106,128,163,45,3849
CABP7	NM_182527	+	29720002	29731831	11829	29720424	29729569	5	29720002,29727661,29728629,29729054,29729441	29720533,29727805,29728742,29729208,29731831	531,144,113,154,2390
ZMAT5	NM_001318129	-	29730955	29767011	36056	29731224	29748544	6	29730955,29738329,29740649,29742417,29748417,29766948	29731354,29738441,29740730,29742480,29748571,29767011	399,112,81,63,154,63
UQCR10	NM_001003684	+	29767368	29770413	3045	29767398	29767587	2	29767368,29769677	29767607,29770413	239,736
ASCC2	NM_032204	-	29788610	29838274	49664	29789012	29832325	20	29788610,29790468,29792432,29793359,29793576,29800990,29801993,29804637,29806215,29806484,29806796,29808110,29813429,29814656,29816005,29822334,29825086,29825621,29832244,29838177	29789184,29790548,29792535,29793490,29793676,29801110,29802208,29804830,29806290,29806553,29806904,29808185,29813542,29814767,29816073,29822464,29825257,29825780,29832342,29838274	574,80,103,131,100,120,215,193,75,69,108,75,113,111,68,130,171,159,98,97
MTMR3	NM_153050	+	29883168	30030868	147700	29971059	30025801	20	29883168,29957035,29970975,29978441,29978935,29988479,29991503,29998760,30002879,30007113,30007900,30009017,30012367,30013355,30016527,30017926,30019479,30022608,30023456,30025629	29883359,29957088,29971062,29978531,29979052,29988562,29991670,29998857,30002993,30007319,30008032,30009129,30012563,30013541,30016698,30018072,30020884,30022697,30023483,30030868	191,53,87,90,117,83,167,97,114,206,132,112,196,186,171,146,1405,89,27,5239
MIR6818	NR_106876	+	30007048	30007113	65	30007113	30007113	1	30007048	30007113	65
HORMAD2-AS1	NR_110541	-	30008746	30080257	71511	30080257	30080257	5	30008746,30018616,30040176,30050460,30080127	30009196,30018729,30040278,30050589,30080257	450,113,102,129,130
HORMAD2	NM_001329458	+	30080463	30177075	96612	30103470	30176167	10	30080463,30093915,30098851,30103436,30111795,30112495,30118979,30121631,30121963,30176062	30080491,30094003,30098993,30103500,30111816,30112522,30119047,30121789,30122214,30177075	28,88,142,64,21,27,68,158,251,1013
LIF-AS1	NR_149070	+	30239193	30240538	1345	30240538	30240538	3	30239193,30239690,30239946	30239278,30239821,30240538	85,131,592
LIF	NM_002309	-	30240452	30246759	6307	30243650	30246695	3	30240452,30244754,30246676	30244061,30244933,30246759	3609,179,83
LOC91370	NR_148946	+	30246209	30246993	784	30246993	30246993	1	30246209	30246993	784
OSM	NM_020530	-	30262829	30266851	4022	30263882	30266799	3	30262829,30265001,30266765	30264464,30265144,30266851	1635,143,86
CASTOR1	NM_001037666	-	30285116	30289505	4389	30285619	30289497	9	30285116,30285831,30286015,30286262,30286824,30287154,30287372,30288705,30289384	30285688,30285926,30286098,30286376,30286948,30287287,30287560,30288776,30289505	572,95,83,114,124,133,188,71,121
TBC1D10A	NM_001204240	-	30291989	30326941	34952	30292374	30326881	9	30291989,30293650,30293920,30294795,30294940,30295736,30299443,30304530,30326672	30292851,30293805,30294110,30294861,30295055,30295843,30299551,30304651,30326941	862,155,190,66,115,107,108,121,269
SF3A1	NM_005877	-	30331987	30356894	24907	30334593	30356792	16	30331987,30335466,30335651,30337025,30337689,30338788,30339129,30340195,30340694,30341691,30342199,30342804,30344932,30346311,30352950,30356729	30334695,30335538,30335753,30337180,30337897,30339034,30339251,30340381,30340812,30341885,30342350,30342879,30345190,30346519,30353072,30356894	2708,72,102,155,208,246,122,186,118,194,151,75,258,208,122,165
CCDC157	NM_001318334	+	30356623	30378673	22050	30366000	30376745	12	30356623,30361960,30365943,30369431,30370325,30371649,30372074,30373596,30373922,30375478,30376258,30376432	30357132,30362114,30366248,30369603,30370950,30371727,30372286,30373764,30374091,30375663,30376347,30378673	509,154,305,172,625,78,212,168,169,185,89,2241
KIAA1656	NR_046312	-	30368810	30377905	9095	30377905	30377905	2	30368810,30377510	30376020,30377905	7210,395
RNF215	NM_001017981	-	30378820	30387411	8591	30379599	30387313	9	30378820,30379710,30380061,30380281,30384338,30385903,30386069,30386615,30387028	30379622,30379813,30380205,30380401,30384495,30385989,30386141,30386759,30387411	802,103,144,120,157,86,72,144,383
SEC14L2	NM_001204204	+	30397017	30425303	28286	30397116	30422407	10	30397017,30399642,30406341,30409186,30409425,30410595,30415758,30415947,30416233,30422276	30397170,30399718,30406385,30409282,30409486,30410679,30415865,30416087,30416403,30425303	153,76,44,96,61,84,107,140,170,3027
MTFP1	NM_016498	+	30425767	30429054	3287	30425879	30428534	4	30425767,30426716,30427170,30428461	30425946,30426844,30427403,30429054	179,128,233,593
LOC105372990	NR_148046	+	30432685	30436501	3816	30436501	30436501	4	30432685,30433616,30434291,30435020	30433244,30433895,30434385,30436501	559,279,94,1481
SEC14L3	NM_001376914	-	30447660	30472017	24357	30449086	30470075	13	30447660,30461309,30461554,30462085,30464819,30466333,30466981,30468507,30470018,30470211,30470506,30471159,30471904	30449244,30461479,30461694,30462192,30464903,30466394,30467077,30468696,30470078,30470255,30470582,30471207,30472017	1584,170,140,107,84,61,96,189,60,44,76,48,113
SDC4P	NR_001580	-	30481289	30481756	467	30481756	30481756	1	30481289	30481756	467
SEC14L4	NM_001161368	-	30488905	30505695	16790	30489876	30505611	12	30488905,30491572,30491833,30492048,30492473,30494149,30494865,30495253,30495582,30495927,30503676,30505557	30489878,30491742,30491973,30492155,30492557,30494210,30494961,30495442,30495642,30495971,30503752,30505695	973,170,140,107,84,61,96,189,60,44,76,138
SEC14L6	NM_001193336	-	30522787	30546682	23895	30524996	30546682	12	30522787,30525349,30525610,30525825,30529086,30529288,30531902,30532524,30532796,30533995,30538826,30546628	30525109,30525519,30525750,30525932,30529170,30529349,30531998,30532713,30532856,30534039,30538902,30546682	2322,170,140,107,84,61,96,189,60,44,76,54
GAL3ST1	NM_001318103	-	30554634	30574665	20031	30554952	30557392	3	30554634,30557261,30574465	30556093,30557401,30574665	1459,140,200
PES1	NM_001282327	-	30576624	30607013	30389	30577045	30584668	17	30576624,30578836,30579136,30579750,30580052,30580570,30581011,30581333,30581527,30584364,30584545,30587285,30588020,30589190,30592131,30605460,30606808	30577129,30578998,30579303,30579935,30580178,30580701,30581101,30581408,30581644,30584454,30584717,30587395,30588174,30589270,30592398,30605517,30607013	505,162,167,185,126,131,90,75,117,90,172,110,154,80,267,57,205
TCN2	NM_000355	+	30607173	30627271	20098	30607331	30626521	9	30607173,30610870,30612872,30614348,30615300,30615600,30617329,30622967,30626459	30607395,30611063,30613042,30614501,30615473,30615787,30617495,30623083,30627271	222,193,170,153,173,187,166,116,812
SLC35E4	NM_001318371	+	30635780	30669019	33239	30636450	30665557	3	30635780,30665492,30667600	30637069,30665559,30669019	1289,67,1419
DUSP18	NM_001304795	-	30652050	30667875	15825	30663436	30664003	3	30652050,30663403,30667461	30652297,30664080,30667875	247,677,414
OSBP2	NM_001282738	+	30693781	30907824	214043	30694060	30906339	15	30693781,30694207,30741160,30870428,30887425,30888222,30889179,30889489,30890727,30893121,30893462,30893637,30893816,30905836,30906196	30694072,30694344,30741369,30870682,30887618,30888340,30889234,30889636,30890973,30893242,30893566,30893733,30894001,30906069,30907824	291,137,209,254,193,118,55,147,246,121,104,96,185,233,1628
MIR3200	NR_036171	+	30731556	30731641	85	30731641	30731641	1	30731556	30731641	85
LOC107985544	NR_146603	-	30886055	30921779	35724	30921779	30921779	3	30886055,30911297,30921587	30890190,30911431,30921779	4135,134,192
MORC2-AS1	NR_026920	+	30922307	30926653	4346	30926653	30926653	2	30922307,30924728	30922515,30926653	208,1925
MORC2	NM_001303256	-	30925129	30968774	43645	30926802	30967889	26	30925129,30928018,30932358,30932544,30932888,30933465,30934059,30934780,30935247,30936510,30936931,30937582,30937814,30938064,30939620,30939958,30940757,30941432,30941890,30942111,30946340,30949751,30950376,30956762,30958640,30967821	30926871,30928207,30932452,30932769,30933030,30933520,30934191,30935161,30935322,30936643,30937037,30937711,30937969,30938205,30939706,30940041,30940837,30941558,30942002,30942271,30946449,30949842,30950445,30956797,30958694,30968774	1742,189,94,225,142,55,132,381,75,133,106,129,155,141,86,83,80,126,112,160,109,91,69,35,54,953
TUG1	NR_002323	+	30969210	30979394	10184	30979394	30979394	3	30969210,30972854,30975169	30971779,30973601,30979394	2569,747,4225
SMTN	NM_001382638	+	31064117	31104624	40507	31083258	31101029	23	31064117,31080449,31080675,31083178,31087964,31088512,31088698,31088871,31089698,31090107,31090807,31090960,31091674,31095302,31095533,31096732,31096997,31097268,31098666,31099061,31099744,31100884,31104315	31064187,31080569,31080754,31083309,31088113,31088606,31088777,31088969,31090019,31090180,31090879,31091482,31091847,31095455,31095609,31096897,31097060,31097338,31098840,31099179,31099896,31101049,31104624	70,120,79,131,149,94,79,98,321,73,72,522,173,153,76,165,63,70,174,118,152,165,309
SELENOM	NM_080430	-	31104776	31107568	2792	31104969	31107505	5	31104776,31105207,31105657,31105929,31107376	31105128,31105286,31105692,31105965,31107568	352,79,35,36,192
INPP5J	NM_001284289	+	31122922	31134697	11775	31125840	31134419	15	31122922,31124141,31124844,31125832,31126375,31126612,31126920,31127356,31127950,31128213,31128470,31133097,31133405,31133609,31133912	31123119,31124263,31124906,31126010,31126489,31126721,31127037,31127532,31128062,31128323,31128654,31133235,31133483,31133714,31134697	197,122,62,178,114,109,117,176,112,110,184,138,78,105,785
PLA2G3	NM_015715	-	31134806	31140508	5702	31135722	31140354	7	31134806,31136682,31136907,31137709,31138275,31138666,31139840	31135936,31136799,31137040,31137993,31138410,31138799,31140508	1130,117,133,284,135,133,668
MIR3928	NR_037496	-	31160061	31160119	58	31160119	31160119	1	31160061	31160119	58
RNF185	NM_152267	+	31160181	31207019	46838	31187094	31204586	7	31160181,31187046,31192683,31195468,31196935,31201497,31204488	31160303,31187270,31192702,31195581,31196990,31201615,31207019	122,224,19,113,55,118,2531
LIMK2	NM_005569	+	31212297	31280080	67783	31212408	31278441	16	31212297,31225719,31258290,31259120,31259888,31262133,31262594,31265945,31266983,31267775,31268143,31271135,31272529,31273451,31275150,31278296	31212424,31225819,31258426,31259230,31260077,31262239,31262791,31266132,31267070,31267907,31268200,31271201,31272704,31273507,31275308,31280080	127,100,136,110,189,106,197,187,87,132,57,66,175,56,158,1784
PIK3IP1	NM_001135911	-	31281592	31292534	10942	31283274	31292344	5	31281592,31289498,31290964,31291179,31292274	31283288,31289699,31291084,31291296,31292534	1696,201,120,117,260
PATZ1	NM_032052	-	31325803	31346346	20543	31327275	31345602	5	31325803,31328786,31335691,31342896,31344331	31327309,31328859,31335863,31342960,31346346	1506,73,172,64,2015
PIK3IP1-DT	NR_110542	+	31335348	31338021	2673	31338021	31338021	2	31335348,31337667	31335416,31338021	68,354
LINC01521	NR_120386	+	31346758	31351155	4397	31351155	31351155	1	31346758	31351155	4397
DRG1	NM_004147	+	31399603	31434452	34849	31399683	31433971	9	31399603,31400619,31403028,31411011,31420255,31423279,31426614,31427059,31433871	31399725,31400743,31403204,31411081,31420425,31423410,31426782,31427182,31434452	122,124,176,70,170,131,168,123,581
EIF4ENIF1	NM_001164502	-	31439366	31489842	50476	31439879	31488718	17	31439366,31440703,31441773,31442961,31444605,31447425,31448152,31449347,31450288,31454179,31455135,31455851,31458474,31468174,31471843,31488622,31489693	31440121,31440868,31442118,31443094,31444690,31447568,31448232,31449531,31450360,31454376,31455315,31455987,31458650,31468302,31471917,31488745,31489842	755,165,345,133,85,143,80,184,72,197,180,136,176,128,74,123,149
SFI1	NM_001258325	+	31496138	31618551	122413	31508284	31618418	31	31496138,31508254,31528689,31546860,31550253,31556941,31561289,31573057,31575230,31578381,31583874,31585067,31589446,31602211,31602606,31603743,31604308,31604868,31606327,31607936,31611142,31611765,31613141,31613353,31613601,31614788,31615047,31616744,31616999,31618114,31618313	31496637,31508376,31528863,31546971,31550348,31557059,31561392,31573214,31575392,31578452,31583972,31585134,31589577,31602293,31602785,31603819,31604404,31604945,31606430,31608033,31611303,31611840,31613216,31613530,31613855,31614860,31615279,31616877,31617078,31618226,31618551	499,122,174,111,95,118,103,157,162,71,98,67,131,82,179,76,96,77,103,97,161,75,75,177,254,72,232,133,79,112,238
PISD	NM_001326421	-	31618490	31662564	44074	31619789	31662208	7	31618490,31620995,31621333,31621648,31648100,31650698,31662143	31619836,31621142,31621472,31621885,31648276,31650778,31662564	1346,147,139,237,176,80,421
MIR7109	NR_106959	-	31621466	31621531	65	31621531	31621531	1	31621466	31621531	65
PRR14L	NM_173566	-	31681347	31750132	68785	31685526	31738860	9	31681347,31688155,31701655,31703549,31704654,31712082,31725537,31738386,31749992	31685803,31688227,31701762,31703721,31704726,31717291,31725610,31738911,31750132	4456,72,107,172,72,5209,73,525,140
DEPDC5	NM_001242896	+	31754018	31908033	154015	31754921	31906497	43	31754018,31754861,31758545,31760655,31764974,31766584,31768813,31778098,31783906,31784813,31792032,31792744,31797599,31798581,31802703,31804161,31804841,31806121,31809610,31810520,31814991,31819021,31821501,31822692,31833914,31836971,31838684,31843094,31843644,31845017,31846833,31857444,31861367,31870589,31873254,31874272,31876156,31879524,31893581,31897481,31901741,31905983,31906204	31754164,31754979,31758633,31760702,31765060,31766668,31768863,31778168,31783985,31784875,31792102,31792817,31797703,31798656,31802838,31804223,31804915,31806191,31809647,31810641,31815212,31819225,31821637,31822790,31833980,31837155,31838845,31843212,31843812,31845237,31846967,31857553,31861433,31870744,31873332,31874405,31876265,31879752,31893751,31897653,31901802,31906066,31908033	146,118,88,47,86,84,50,70,79,62,70,73,104,75,135,62,74,70,37,121,221,204,136,98,66,184,161,118,168,220,134,109,66,155,78,133,109,228,170,172,61,83,1829
C22orf24	NM_015372	-	31933520	31945362	11842	31934117	31938066	3	31933520,31937915,31945232	31934449,31938115,31945362	929,200,130
YWHAH	NM_003405	+	31944534	31957603	13069	31944733	31956792	2	31944534,31956138	31944820,31957603	286,1465
LINC02558	NR_149128	+	31970822	32037199	66377	32037199	32037199	5	31970822,31973386,31981271,31988081,32037110	31970912,31973474,31981405,31988179,32037199	90,88,134,98,89
SLC5A1	NM_000343	+	32043260	32113024	69764	32043281	32110213	15	32043260,32049942,32066934,32067966,32068495,32081865,32083073,32084438,32084899,32086219,32091611,32099182,32102021,32104785,32109989	32043416,32050014,32067039,32068026,32068600,32081971,32083154,32084659,32085035,32086327,32091762,32099351,32102237,32104891,32113024	156,72,105,60,105,106,81,221,136,108,151,169,216,106,3035
AP1B1P1	NR_040114	+	32121976	32133469	11493	32133469	32133469	4	32121976,32123893,32132220,32133211	32122117,32124034,32132507,32133469	141,141,287,258
C22orf42	NM_001010859	-	32149005	32159303	10298	32149539	32159215	9	32149005,32149752,32150318,32150991,32151486,32152066,32152561,32154243,32158983	32149613,32149780,32150479,32151019,32151551,32152094,32152626,32154318,32159303	608,28,161,28,65,28,65,75,320
RFPL2	NM_001159546	-	32190434	32204849	14415	32190771	32193187	5	32190434,32192901,32194344,32202332,32204706	32191352,32193192,32194398,32202550,32204849	918,291,54,218,143
SLC5A4-AS1	NR_149072	+	32205114	32273615	68501	32273615	32273615	4	32205114,32207135,32268287,32269356	32205247,32207276,32268579,32273615	133,141,292,4259
SLC5A4	NM_014227	-	32218464	32255347	36883	32218513	32255329	15	32218464,32220919,32224266,32225654,32229193,32230967,32232898,32234872,32237243,32238984,32247410,32248742,32251769,32254141,32255194	32218725,32221022,32224482,32225823,32229344,32231075,32233034,32235093,32237324,32239090,32247515,32248802,32251874,32254213,32255347	261,103,216,169,151,108,136,221,81,106,105,60,105,72,153
RFPL3	NM_006604	+	32354884	32361161	6277	32358158	32360832	3	32354884,32358153,32360251	32354897,32358444,32361161	13,291,910
RFPL3S	NR_104232	-	32359905	32371264	11359	32371264	32371264	5	32359905,32367689,32368496,32370898,32371197	32360839,32367714,32368567,32370941,32371264	934,25,71,43,67
LOC339666	NR_038918	+	32376663	32384342	7679	32384342	32384342	3	32376663,32377325,32383255	32376721,32377737,32384342	58,412,1087
RTCB	NM_014306	-	32387581	32412247	24666	32387991	32412156	12	32387581,32392239,32393891,32395025,32396073,32397940,32399602,32401746,32406661,32408174,32408754,32412063	32388099,32392359,32394002,32395214,32396249,32398100,32399759,32401903,32406761,32408242,32408833,32412247	518,120,111,189,176,160,157,157,100,68,79,184
BPIFC	NM_174932	-	32413846	32457386	43540	32414302	32457386	15	32413846,32415914,32417084,32419361,32431346,32432372,32433718,32435703,32437759,32442670,32445634,32445840,32447211,32453382,32457262	32414425,32415991,32417148,32419404,32431414,32432543,32433772,32435880,32437851,32442731,32445698,32445996,32447340,32453503,32457386	579,77,64,43,68,171,54,177,92,61,64,156,129,121,124
FBXO7	NM_012179	+	32474810	32498829	24019	32475002	32498530	9	32474810,32478980,32483896,32485067,32487744,32491085,32493104,32495492,32498143	32475124,32479275,32484124,32485209,32487828,32491181,32493281,32495530,32498829	314,295,228,142,84,96,177,38,686
SYN3	NM_001369907	-	32507819	33058381	550562	32513691	33006662	14	32507819,32518042,32527917,32528873,32533792,32538035,32541570,32596673,32864914,32868965,32931389,32980644,33006351,33058291	32513824,32518334,32528005,32529008,32533895,32538110,32541713,32596736,32865004,32869125,32931481,32980702,33006821,33058381	6005,292,88,135,103,75,143,63,90,160,92,58,470,90
TIMP3	NM_000362	+	32801704	32863041	61337	32802001	32859377	5	32801704,32849451,32857248,32858016,32859179	32802122,32849534,32857360,32858138,32863041	418,83,112,122,3862
LINC01640	NR_134617	+	33108528	33116294	7766	33116294	33116294	4	33108528,33109102,33110408,33116207	33108625,33109233,33110643,33116294	97,131,235,87
LARGE1	NM_001362949	-	33272509	33922824	650315	33274426	33761476	16	33272509,33277059,33283201,33304228,33316084,33337645,33381918,33384191,33432160,33564847,33604434,33626243,33650366,33761370,33856739,33922620	33274624,33277255,33283348,33304507,33316248,33337801,33382044,33384304,33432265,33565019,33604558,33626326,33650668,33761558,33856802,33922824	2115,196,147,279,164,156,126,113,105,172,124,83,302,188,63,204
MIR4764	NR_039921	-	33436581	33436669	88	33436669	33436669	1	33436581	33436669	88
SNORA50B	NR_145833	-	33704785	33704920	135	33704920	33704920	1	33704785	33704920	135
LARGE-AS1	NR_038949	+	33724985	33750816	25831	33750816	33750816	10	33724985,33725611,33726115,33727490,33732255,33737563,33744128,33746414,33747669,33750603	33725101,33725756,33726197,33727632,33733685,33737783,33744328,33746457,33747824,33750816	116,145,82,142,1430,220,200,43,155,213
LINC02885	NR_138042	-	34756664	34997916	241252	34997916	34997916	5	34756664,34760354,34897835,34902622,34997718	34759061,34760487,34897956,34902763,34997916	2397,133,121,141,198
ISX	NM_001303508	+	35066157	35087387	21230	35067087	35085693	5	35066157,35066751,35082517,35084382,35085453	35066462,35067316,35082669,35084499,35087387	305,565,152,117,1934
LINC01399	NR_126356	-	35119823	35231056	111233	35231056	35231056	6	35119823,35120012,35171434,35172338,35194856,35230997	35119904,35120067,35171602,35172460,35195019,35231056	81,55,168,122,163,59
HMGXB4	NM_001003681	+	35257492	35295807	38315	35262390	35293651	11	35257492,35262322,35263077,35263795,35264647,35283961,35285996,35287346,35288237,35292991,35293606	35257557,35262421,35263226,35263874,35265603,35284043,35286061,35287452,35288407,35293114,35295807	65,99,149,79,956,82,65,106,170,123,2201
TOM1	NM_001135729	+	35299274	35347994	48720	35317923	35347209	15	35299274,35317876,35321958,35323027,35323495,35323767,35327270,35330346,35332980,35333403,35334327,35338712,35345724,35346929,35347054	35299378,35317961,35322037,35323177,35323630,35323914,35327387,35330480,35333014,35333497,35334448,35338788,35345784,35346972,35347994	104,85,79,150,135,147,117,134,34,94,121,76,60,43,940
MIR3909	NR_037471	+	35335639	35335758	119	35335758	35335758	1	35335639	35335758	119
MIR6069	NR_106717	-	35336720	35336799	79	35336799	35336799	1	35336720	35336799	79
HMOX1	NM_002133	+	35381095	35394207	13112	35381173	35393598	5	35381095,35383105,35386684,35389863,35393467	35381196,35383226,35387176,35389963,35394207	101,121,492,100,740
MCM5	NM_006739	+	35400139	35425431	25292	35400438	35424255	17	35400139,35400430,35403206,35403413,35406552,35408407,35410743,35412509,35413874,35415828,35416338,35416637,35417743,35419883,35421317,35423213,35424153	35400208,35400605,35403333,35403542,35406725,35408563,35410910,35412681,35413986,35415972,35416404,35416814,35417856,35420012,35421460,35423341,35425431	69,175,127,129,173,156,167,172,112,144,66,177,113,129,143,128,1278
RASD2	NM_001376515	+	35532805	35553998	21193	35546809	35552032	3	35532805,35546800,35551502	35533427,35547080,35553998	622,280,2496
MB	NM_203377	-	35606763	35623354	16591	35607296	35617257	4	35606763,35610883,35617162,35623190	35607443,35611106,35617265,35623354	680,223,103,164
APOL6	NM_030641	+	35648445	35668404	19959	35656425	35659596	3	35648445,35656378,35658614	35648623,35656475,35668404	178,97,9790
APOL5	NM_030642	+	35717871	35729482	11611	35717871	35728898	5	35717871,35720567,35726210,35728722,35729353	35717926,35720654,35727194,35728904,35729482	55,87,984,182,129
RBFOX2	NM_001082578	-	35738735	36028824	290089	35744204	36028425	14	35738735,35745922,35746472,35756104,35759887,35761201,35761414,35765422,35768256,35778024,35781599,35809779,35938846,36028239	35744249,35745995,35746561,35756144,35760032,35761294,35761468,35765483,35768349,35778078,35781746,35810004,35938897,36028824	5514,73,89,40,145,93,54,61,93,54,147,225,51,585
APOL3	NM_145642	-	36140322	36166177	25855	36141199	36141808	4	36140322,36145472,36160668,36164591	36142058,36145599,36160789,36166177	1736,127,121,1586
APOL4	NM_030643	-	36189127	36204833	15706	36191074	36201734	6	36189127,36195310,36199329,36201699,36201992,36204627	36191912,36195437,36199376,36201888,36202055,36204833	2785,127,47,189,63,206
APOL2	NM_145637	-	36226208	36239954	13746	36227403	36233162	6	36226208,36231339,36233152,36233401,36239440,36239731	36228280,36231466,36233241,36233455,36239561,36239954	2072,127,89,54,121,223
APOL1	NM_001136541	+	36253070	36267531	14461	36254955	36266033	5	36253070,36254936,36257318,36261595,36265150	36253219,36254999,36257407,36261722,36267531	149,63,89,127,2381
MYH9	NM_002473	-	36281279	36387967	106688	36282667	36349236	41	36281279,36284092,36284402,36285120,36285657,36285864,36286717,36288251,36288726,36289084,36291985,36293328,36293758,36294091,36294931,36295504,36296842,36298918,36300126,36300850,36301533,36302567,36303994,36305032,36305929,36306413,36309281,36312048,36314144,36316516,36318206,36319539,36320219,36320797,36321757,36322428,36326567,36327460,36341369,36348903,36387806	36282785,36284265,36284511,36285329,36285781,36285953,36286846,36288413,36288939,36289297,36292234,36293481,36293863,36294298,36295076,36295717,36297014,36299042,36300264,36301057,36301665,36302676,36304155,36305102,36306051,36306607,36309396,36312222,36314318,36316669,36318325,36319635,36320363,36320896,36321821,36322521,36326661,36327488,36341526,36349255,36387967	1506,173,109,209,124,89,129,162,213,213,249,153,105,207,145,213,172,124,138,207,132,109,161,70,122,194,115,174,174,153,119,96,144,99,64,93,94,28,157,352,161
MIR6819	NR_106877	-	36286846	36286907	61	36286907	36286907	1	36286846	36286907	61
TXN2	NM_012473	-	36467045	36481640	14595	36467803	36480837	4	36467045,36476732,36480574,36481563	36467917,36476856,36480837,36481640	872,124,263,77
FOXRED2	NM_001102371	-	36487190	36507040	19850	36490007	36506422	9	36487190,36493632,36495966,36497990,36501240,36504097,36504514,36505895,36507008	36490267,36493803,36496208,36498156,36501407,36504367,36504766,36506423,36507040	3077,171,242,166,167,270,252,528,32
EIF3D	NM_003753	-	36510854	36529166	18312	36510986	36526121	15	36510854,36511502,36512459,36516477,36516704,36517300,36518762,36519404,36520575,36523208,36523894,36524595,36525663,36525998,36529075	36511000,36511786,36512602,36516607,36516790,36517431,36518910,36519537,36520688,36523281,36523980,36524732,36525709,36526131,36529166	146,284,143,130,86,131,148,133,113,73,86,137,46,133,91
CACNG2	NM_006078	-	36560856	36703752	142896	36564350	36702576	4	36560856,36566352,36587464,36702365	36564886,36566493,36587548,36703752	4030,141,84,1387
LOC105373021	NR_134623	+	36703875	36767089	63214	36767089	36767089	4	36703875,36723227,36766343,36766948	36703992,36723347,36766521,36767089	117,120,178,141
IFT27	NM_001177701	-	36758210	36776119	17909	36758310	36775707	7	36758210,36762903,36763918,36766137,36767305,36767782,36775673	36758409,36763013,36764036,36766197,36767365,36767862,36776119	199,110,118,60,60,80,446
PVALB	NM_002854	-	36800702	36819499	18797	36800889	36817005	5	36800702,36813645,36815102,36816944,36819430	36800918,36813755,36815235,36817012,36819499	216,110,133,68,69
NCF4-AS1	NR_147197	-	36847371	36870443	23072	36870443	36870443	2	36847371,36870092	36848017,36870443	646,351
NCF4	NM_000631	+	36861005	36878015	17010	36861171	36877823	10	36861005,36864044,36864918,36867391,36870414,36871651,36872326,36875652,36876028,36877627	36861203,36864129,36865072,36867462,36870542,36871709,36872425,36875783,36876094,36878015	198,85,154,71,128,58,99,131,66,388
